SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,FISCAL_YEAR,PERIOD,METRIC,VALUE,SN
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,24585.849056603794,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-163124.65753424657,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,42107.37623082602,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,25172.511415525114,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,23362.8334159292,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,182.47960018702724,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,154234.13333333377,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,64111.60542906029,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-4000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-66286.42109587794,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,37965.77383561642,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,1938.3116613847087,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,8664.06164726027,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-378763.160913242,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-254435.15297424374,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,4728.260869565187,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,458046.2561468872,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,191056.9210978261,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,399396.28514003474,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,5605.4199999999255,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,228333.33333333337,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-30000.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,59591.46779380855,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,15062.585000000196,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-32451.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-13703.660000000003,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,31855.373500000016,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,19081.979115000053,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,283375.4987421421,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,39990.52900000001,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,430171.97097905783,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,753537.9987211999,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-1025528.9540000036,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,274502.7393799999,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,105186.0438958098,
Human Resource Cost,,Subtotal (H),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-645840.1707241939,
Financial Overhead,,Bank Charges,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-71391.41533826283,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-71391.41533826283,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-24825.15000000014,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,180000.0,
Business Promotion,,Others,LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-231827.58267979044,
Business Promotion,,Subtotal (J),LINE,2082/83,UPTO_POUSH_2082,VARIANCE,-76652.73267979058,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,2761200.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,1924034.3210002081,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,528000.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,187345.44576,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,250000.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,5650579.766760208,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,323425.0,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,594000.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,1500000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,2417425.0,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,7961705.32325027,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,7961705.32325027,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,255500.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,255500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,550000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,266178.0973451328,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,214159.29333333336,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,55656.934306569165,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,4578606.617647058,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,1038772.1238938054,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,50000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,8333.333333333334,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,25816.110273983002,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,155979.79166666666,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,15329.15541666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,136448.361875,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,87500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,7182779.81909155,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,362500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,1178792.243125,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,516573.95562499994,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,9240646.01784155,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,326666.6666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,411870.50416666665,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,604892.1541666668,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,352957.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,174431.25,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,203156.14458333334,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,266183.8159291667,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,2340158.0355125,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,226434.8991666667,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,1609905.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,836900.4141666668,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,5013398.348845834,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,22366407.123999994,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,670992.2137199999,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,384727.550158085,
Human Resource Cost,,Subtotal (H),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,23422126.88787808,
Financial Overhead,,Bank Charges,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,167710.09762500002,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,167710.09762500002,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,1315200.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,140000.0,
Business Promotion,,Others,LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,1817943.2156243767,
Business Promotion,,Subtotal (J),LINE,2082/83,UPTO_MANGSIR_2082,BUDGET,3273143.2156243767,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,2134345.08,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,2093309.4975869101,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,211814.4,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,35343.0,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,251506.84931506845,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,4726318.826901979,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,320724.8634090035,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,165628.2,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,1500000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,1986353.0634090034,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,7486870.5,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,7486870.5,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,238627.35849056602,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,238627.35849056602,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,700778.904109589,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,231846.28475000002,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,194690.2654867257,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,55686.8511467622,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,4578606.617647058,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,992450.506665918,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,54300.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,8333.333333333334,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,81320.54794520549,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,126327.76082191782,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,13735.243966132071,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,129512.32876712328,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,361221.56500000006,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,7528810.209639766,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,359347.82608695654,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,799700.4297665369,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,347578.8604347826,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,9035437.325928042,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,130000.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,357252.3191868884,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,620702.25,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,380000.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,185806.1,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,141832.0,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,234103.13,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,2049695.7991868886,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,203331.35,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,1609905.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,483003.10443280975,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,4345935.253619699,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,23180411.04,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,515536.48,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,294599.92,
Human Resource Cost,,Subtotal (H),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,23990547.44,
Financial Overhead,,Bank Charges,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,261460.52248826285,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,261460.52248826285,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,1676069.37,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,0.0,
Business Promotion,,Others,LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,2329410.1799999997,
Business Promotion,,Subtotal (J),LINE,2082/83,UPTO_MANGSIR_2082,ACTUAL,4005479.55,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,626854.9199999999,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,-169275.176586702,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,316185.6,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,152002.44576,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,-1506.8493150684517,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,924260.9398582295,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,2700.1365909965243,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,428371.8,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,0.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,431071.9365909965,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,474834.82325027045,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,474834.82325027045,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,0.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,16872.641509433975,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,UPTO_MANGSIR_2082,VARIANCE,16872.641509433975,
